Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Pixels,2015,PG-13,105,"Action, Comedy, Fantasy","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",5.6,27,140535,78.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City of Angels,1998,PG-13,114,"Drama, Fantasy, Romance","An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",6.7,54,119003,78.69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,88,"Action, Adventure, Comedy","The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",6.0,45,55209,78.66,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The English Patient,1996,R,162,"Drama, Romance, War","At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",7.4,87,187364,78.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
A.I. Artificial Intelligence,2001,PG-13,146,"Drama, Sci-Fi","A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",7.2,65,302905,78.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cocktail,1988,R,104,"Comedy, Drama, Romance",A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,5.9,12,83771,78.22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
We Were Soldiers,2002,R,138,"Action, Drama, History","The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",7.2,65,139144,78.12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tower Heist,2011,PG-13,104,"Action, Comedy, Crime","When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",6.2,59,141041,78.05,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monuments Men,2014,PG-13,118,"Comedy, Drama, History",An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,6.1,52,130398,78.03,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Man on Fire,2004,R,146,"Action, Crime, Drama","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",7.7,47,354228,77.91,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminal,2004,PG-13,128,"Comedy, Drama, Romance","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",7.4,55,443881,77.87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Backdraft,1991,R,137,"Action, Crime, Drama","Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.",6.7,38,78475,77.87,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York,2002,R,167,"Crime, Drama","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",7.5,72,431239,77.81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Willy,1993,PG,112,"Adventure, Drama, Family","When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",6.0,79,74779,77.7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Tintin,2011,PG,107,"Animation, Action, Adventure",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,7.3,68,227430,77.59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parental Guidance,2012,PG,105,"Comedy, Family",Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,6.0,36,25779,77.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Where the Wild Things Are,2009,PG,101,"Adventure, Drama, Family","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",6.7,71,104087,77.23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
U-571,2000,PG-13,116,"Action, War",A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,6.6,62,81689,77.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dolittle,2020,PG,101,"Adventure, Comedy, Family",A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,5.6,26,61172,77.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alice Through the Looking Glass,2016,PG,113,"Adventure, Family, Fantasy","Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.",6.2,34,104010,77.04,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27 Dresses,2008,PG-13,111,"Comedy, Romance","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",6.1,47,161938,76.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Muppet Movie,1979,G,95,"Adventure, Comedy, Family","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",7.6,74,35489,76.66,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Training Day,2001,R,122,"Action, Crime, Drama",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,7.7,69,421020,76.63,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Father of the Bride Part II,1995,PG,106,"Comedy, Family, Romance","George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",6.0,49,37406,76.59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Romancing the Stone,1984,PG,106,"Action, Adventure, Comedy","A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue.",6.9,63,91264,76.57,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek III: The Search for Spock,1984,PG,105,"Action, Adventure, Sci-Fi",Admiral Kirk and his bridge crew risk their careers stealing the decommissioned U.S.S. Enterprise to return to the restricted Genesis Planet to recover Spock's body.,6.6,56,79206,76.47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fantasia,1940,G,125,"Animation, Family, Fantasy","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",7.7,96,94117,76.41,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Paddington,2014,PG,95,"Adventure, Comedy, Family","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",7.3,77,110329,76.27,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Untouchables,1987,R,119,"Crime, Drama, Thriller","During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",7.9,79,301443,76.27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
White Men Can't Jump,1992,R,115,"Comedy, Drama, Sport",Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,6.8,65,83807,76.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pete's Dragon,2016,PG,102,"Action, Adventure, Comedy","The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon.",6.7,71,57554,76.23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ring Two,2005,PG-13,110,"Horror, Mystery","6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",5.4,44,95123,76.23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cocoon,1985,PG-13,117,"Comedy, Drama, Sci-Fi","When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",6.7,65,62156,76.11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Conspiracy Theory,1997,R,135,"Action, Mystery, Thriller","A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",6.7,49,99207,75.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Constantine,2005,R,121,"Action, Fantasy, Horror","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",7.0,50,332818,75.98,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Jewel of the Nile,1985,PG,106,"Action, Adventure, Comedy","When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel.",6.1,53,55694,75.97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,2003,PG,88,"Comedy, Family, Fantasy","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.",5.1,34,47917,75.85,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Family Man,2000,PG-13,125,"Comedy, Drama, Fantasy","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",6.8,42,109198,75.79,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellboy II: The Golden Army,2008,PG-13,120,"Action, Adventure, Fantasy",A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.,7.0,78,266875,75.75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations,1994,PG,118,"Action, Adventure, Mystery","With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",6.6,55,80702,75.67,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"You, Me and Dupree",2006,PG-13,110,"Comedy, Romance","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",5.6,46,80821,75.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Guns,2013,R,109,"Action, Comedy, Crime","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",6.7,55,208221,75.61,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moneyball,2011,PG-13,133,"Biography, Drama, Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,7.6,87,407164,75.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Braveheart,1995,R,178,"Biography, Drama, History",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.4,68,1011168,75.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Rookie,2002,G,127,"Drama, Family, Sport",A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,6.9,72,34379,75.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Any Given Sunday,1999,R,162,"Drama, Sport",A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,6.9,52,117890,75.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Last of the Mohicans,1992,R,112,"Action, Adventure, Drama",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,7.7,76,164651,75.51,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hitman's Bodyguard,2017,R,118,"Action, Comedy, Crime","The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",6.9,47,222674,75.47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl on the Train,2016,R,112,"Crime, Drama, Mystery",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,6.5,48,183556,75.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Horse Whisperer,1998,PG-13,169,"Drama, Romance, Western",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,6.7,65,40899,75.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Garfield,2004,PG,80,"Animation, Adventure, Comedy","Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",5.0,27,84835,75.37,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,2004,PG-13,152,"Biography, Drama, Music","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",7.7,73,145498,75.33,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Coraline,2009,PG,100,"Animation, Drama, Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",7.7,80,217158,75.29,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Nightmare Before Christmas,1993,PG,76,"Animation, Family, Fantasy","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",8.0,82,325001,75.08,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek VI: The Undiscovered Country,1991,PG,110,"Action, Adventure, Sci-Fi","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",7.3,65,74519,74.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ben-Hur,1959,G,212,"Adventure, Drama, History","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",8.1,90,233748,74.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Four Brothers,2005,R,109,"Action, Crime, Drama","When their adoptive mother is gunned down in a store robbery the 'four brothers' investigate the murder for themselves & look for the killers, but not all is what it seems.",6.8,49,143124,74.49,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Days Seven Nights,1998,PG-13,102,"Action, Adventure, Comedy","Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",5.8,51,76310,74.33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Country for Old Men,2007,R,122,"Crime, Drama, Thriller",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,8.2,91,933433,74.28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Alien: Covenant,2017,R,122,"Horror, Sci-Fi, Thriller","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",6.4,65,272708,74.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Annabelle Comes Home,2019,R,106,"Horror, Mystery, Thriller","While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",5.9,53,71591,74.15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Oliver & Company,1988,G,74,"Animation, Adventure, Comedy",A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,6.7,58,47525,74.15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sin City,2005,R,124,"Crime, Thriller","An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",8.0,74,757928,74.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Captain Underpants: The First Epic Movie,2017,PG,89,"Animation, Action, Adventure","Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",6.2,69,27547,73.92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo,2011,PG,126,"Adventure, Drama, Family","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",7.5,83,318225,73.86,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Monster House,2006,PG,91,"Animation, Comedy, Family","Three teens discover that their neighbor's house is really a living, breathing, scary monster.",6.6,68,113688,73.66,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deep Blue Sea,1999,R,105,"Action, Adventure, Sci-Fi","Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",5.9,54,131629,73.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
