Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The SpongeBob SquarePants Movie,2004,PG,87,"Animation, Adventure, Comedy",SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,7.1,66,87703,85.42,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers,2017,PG-13,124,"Action, Adventure, Fantasy","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",5.9,44,106475,85.36,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brother Bear,2003,G,85,"Animation, Adventure, Comedy","When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",6.8,48,106782,85.34,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stripes,1981,R,106,"Comedy, War",Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,6.8,68,72461,85.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliens,1986,R,137,"Action, Adventure, Sci-Fi","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",8.4,84,695300,85.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Open Season,2006,PG,86,"Animation, Adventure, Comedy","Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",6.1,49,93832,85.11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Book,2018,PG-13,130,"Biography, Comedy, Drama",A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,8.2,69,456229,85.08,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Expendables 2,2012,R,103,"Action, Adventure, Thriller","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",6.6,51,303137,85.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cinderella,1950,G,74,"Animation, Family, Fantasy","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",7.3,85,156067,85.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dangerous Minds,1995,R,99,"Biography, Drama",An ex-Marine turned teacher struggles to connect with her students in an inner city school.,6.5,47,51966,84.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity 2,2010,R,91,"Horror, Mystery","After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",5.7,53,102911,84.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Poseidon Adventure,1972,PG,117,"Action, Adventure, Drama",Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.,7.1,70,44280,84.56,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,2014,R,97,"Comedy, Romance","After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.",4.9,39,51184,84.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Santa Clause 3: The Escape Clause,2006,G,92,"Adventure, Comedy, Family","Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",4.8,32,36958,84.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ferdinand,2017,PG,108,"Animation, Adventure, Comedy","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",6.7,58,55124,84.41,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Stupid, Love.",2011,PG-13,118,"Comedy, Drama, Romance","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",7.4,68,505433,84.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Annabelle,2014,R,99,"Horror, Mystery, Thriller",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5.4,37,154402,84.27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Pinocchio,1940,G,88,"Animation, Adventure, Comedy","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",7.5,99,141010,84.25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo 2: Monsters Unleashed,2004,PG,93,"Adventure, Comedy, Family",The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,5.1,34,55473,84.22,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Birds of Prey,2020,R,109,"Action, Adventure, Comedy","After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",6.0,60,224993,84.16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,1993,R,113,"Action, Adventure, Thriller",A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,6.5,60,127602,84.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atlantis: The Lost Empire,2001,PG,95,"Animation, Action, Adventure",A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,6.9,52,115053,84.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Woman,2014,PG-13,109,"Comedy, Romance","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",6.0,39,138026,83.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The X Files,1998,PG-13,121,"Drama, Mystery, Sci-Fi",Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,7.0,60,104897,83.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Up in the Air,2009,R,109,"Comedy, Drama, Romance","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",7.4,83,330621,83.82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Steel Magnolias,1989,PG,117,"Comedy, Drama, Romance","A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold.",7.3,56,53218,83.76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wrath of the Titans,2012,PG-13,99,"Action, Adventure, Fantasy","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",5.7,37,187411,83.67,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Insidious: Chapter 2,2013,PG-13,106,"Horror, Mystery, Thriller","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",6.6,40,166608,83.59,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Battle Los Angeles,2011,PG-13,116,"Action, Sci-Fi",A squad of U.S. Marines becomes the last line of defense against a global invasion.,5.7,37,178739,83.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immortals,2011,R,110,"Action, Drama, Fantasy","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",6.0,46,166626,83.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Apocalypse Now,1979,R,147,"Drama, Mystery, War",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,8.5,94,646480,83.47,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Under Siege,1992,R,103,"Action, Thriller",An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,6.5,58,84899,83.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Penguins of Madagascar,2014,PG,92,"Animation, Adventure, Comedy","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",6.7,53,87900,83.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saving Mr. Banks,2013,PG-13,125,"Biography, Comedy, Drama","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",7.5,65,159509,83.3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriot Games,1992,R,117,"Action, Thriller","When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",6.9,64,110236,83.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Smallfoot,2018,PG,96,"Animation, Adventure, Comedy","A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.",6.6,60,38457,83.24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valkyrie,2008,PG-13,121,"Drama, History, Thriller","A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",7.1,56,239296,83.08,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Brokeback Mountain,2005,R,134,"Drama, Romance",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,7.7,87,347801,83.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Turbo,2013,PG,96,"Animation, Adventure, Comedy",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,6.4,58,93778,83.03,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disclosure,1994,R,128,"Drama, Thriller","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",6.1,58,49515,83.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Die Hard,1988,R,132,"Action, Thriller",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,8.3,72,852216,83.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Charlotte's Web,2006,G,97,"Adventure, Comedy, Family","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",6.3,68,41056,82.99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monster-in-Law,2005,PG-13,101,"Comedy, Romance","The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",5.5,31,60185,82.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Days of Thunder,1990,PG-13,107,"Action, Drama, Sport",A young hot-shot stock car driver gets his chance to compete at the top level.,6.0,60,85516,82.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Are We There Yet?,2005,PG,95,"Adventure, Comedy, Family","To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",4.7,27,31706,82.67,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Freddy vs. Jason,2003,R,97,"Action, Horror","Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.",5.7,37,117388,82.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen 2,2005,PG,94,"Adventure, Comedy, Family","The Bakers, while on vacation, find themselves competing with a rival family of eight children.",5.5,34,57942,82.57,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Holland's Opus,1995,PG,143,"Drama, Music",A frustrated composer finds fulfillment as a high school music teacher.,7.3,59,38529,82.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Dracula,1992,R,128,"Drama, Fantasy, Horror",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,7.4,57,210658,82.52,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Let's Be Cops,2014,R,104,"Action, Comedy, Crime","Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",6.4,30,132558,82.39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade II,2002,R,117,"Action, Horror, Sci-Fi","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",6.7,52,212680,82.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bridge to Terabithia,2007,PG,96,"Drama, Family, Fantasy",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,7.2,74,152828,82.27,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek: The Motion Picture,1979,G,132,"Adventure, Mystery, Sci-Fi","When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",6.4,48,88012,82.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Pink Panther,2006,PG,93,"Adventure, Comedy, Crime",Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,5.6,38,85512,82.23,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beowulf,2007,PG-13,115,"Animation, Action, Adventure","The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.",6.3,59,166799,82.16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,112,"Action, Adventure, Comedy","The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",5.9,40,91223,82.05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Scorch Trials,2015,PG-13,131,"Action, Adventure, Sci-Fi","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",6.3,43,241806,81.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eight Below,2006,PG,120,"Adventure, Drama, Family",Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,7.3,64,64125,81.61,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MASH,1970,R,116,"Comedy, Drama, War",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,7.4,80,71801,81.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Unstoppable,2010,PG-13,98,"Action, Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",6.8,69,194410,81.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Payback,1999,R,100,"Action, Crime, Drama","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",7.1,46,137160,81.53,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Talented Mr. Ripley,1999,R,139,"Crime, Drama, Thriller","In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",7.4,76,203400,81.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
School of Rock,2003,PG-13,109,"Comedy, Music","After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",7.2,82,298183,81.26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Snow Dogs,2002,PG,99,"Adventure, Comedy, Family","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",5.2,29,26766,81.17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2008,PG-13,123,"Crime, Drama, History","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",6.8,48,244756,81.16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
While You Were Sleeping,1995,PG,103,"Comedy, Drama, Romance",A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,6.8,67,100345,81.06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Congo,1995,PG-13,109,"Action, Adventure, Mystery","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",5.2,22,45171,81.02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Notebook,2004,PG-13,123,"Drama, Romance","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",7.8,53,554960,81.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Jimmy Neutron: Boy Genius,2001,G,82,"Animation, Action, Adventure",An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,6.0,65,33769,80.94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another 48 Hrs.,1990,R,95,"Action, Comedy, Crime","Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.",5.9,23,41115,80.82,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonstruck,1987,PG,102,"Comedy, Drama, Romance","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",7.1,83,57790,80.64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Texas Chainsaw Massacre,2003,R,98,"Crime, Horror","After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",6.2,38,140045,80.57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eat Pray Love,2010,PG-13,133,"Biography, Drama, Romance","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",5.8,50,95354,80.57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Fiddler on the Roof,1971,G,181,"Drama, Family, Musical","In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",8.0,67,42765,80.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Zookeeper,2011,PG,102,"Comedy, Family, Fantasy","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",5.2,30,60640,80.36,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
What Happens in Vegas,2008,PG-13,99,"Comedy, Romance","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",6.1,36,173987,80.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alien vs. Predator,2004,PG-13,101,"Action, Adventure, Horror","During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",5.6,29,193917,80.28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Wedding Singer,1998,PG-13,97,"Comedy, Music, Romance","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",6.9,59,146875,80.25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Saw III,2006,R,108,"Crime, Horror, Mystery",Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,6.2,48,189832,80.24,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Disturbia,2007,PG-13,105,"Crime, Drama, Mystery",A teen living under house arrest becomes convinced his neighbor is a serial killer.,6.8,62,232375,80.21,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nacho Libre,2006,PG,92,"Comedy, Family, Sport","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).",5.8,52,86460,80.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Jumper,2008,PG-13,88,"Action, Adventure, Sci-Fi",A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,6.1,35,301268,80.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Mummy,2017,PG-13,110,"Action, Adventure, Fantasy","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",5.4,34,182936,80.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goosebumps,2015,PG,103,"Adventure, Comedy, Fantasy","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",6.3,60,86955,80.08,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher,2012,PG-13,130,"Action, Mystery, Thriller",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,7.0,50,331475,80.07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cloverfield,2008,PG-13,85,"Action, Horror, Sci-Fi",A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,7.0,64,390814,80.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Footloose,1984,PG,107,"Drama, Music, Romance","A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",6.6,42,77703,80.04,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Dear John,2010,PG-13,108,"Drama, Mystery, Romance",A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,6.3,43,146558,80.01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Men in Black: International,2019,PG-13,114,"Action, Adventure, Comedy","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",5.6,38,128700,80.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowing,2009,PG-13,121,"Action, Mystery, Sci-Fi",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,6.2,41,230702,79.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
War Horse,2011,PG-13,146,"Action, Adventure, Drama",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,7.2,72,154907,79.88,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Child,1986,PG-13,94,"Action, Adventure, Comedy",A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,5.9,37,55596,79.82,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Shadows,2012,PG-13,113,"Comedy, Fantasy, Horror","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",6.2,55,261433,79.73,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hannah Montana: The Movie,2009,G,102,"Comedy, Drama, Family","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",4.5,47,41967,79.57,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WarGames,1983,PG,114,"Action, Drama, Sci-Fi","A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",7.1,77,97915,79.57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Day the Earth Stood Still,2008,PG-13,104,"Drama, Sci-Fi, Thriller",A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,5.5,40,169040,79.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Limitless,2011,PG-13,105,"Sci-Fi, Thriller","With the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers.",7.4,59,557851,79.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Purge: Election Year,2016,R,108,"Action, Horror, Sci-Fi","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",6.0,55,98773,79.21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cape Fear,1991,R,128,"Crime, Thriller","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",7.3,73,188441,79.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek II: The Wrath of Khan,1982,PG,113,"Action, Adventure, Sci-Fi","With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",7.7,67,118927,78.91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alien,1979,R,117,"Horror, Sci-Fi",The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,8.5,89,847267,78.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48 Hrs.,1982,R,96,"Action, Comedy, Crime",A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,6.9,71,76216,78.87,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Naked Gun: From the Files of Police Squad!,1988,PG-13,85,"Comedy, Crime",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,7.6,76,164706,78.76,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
